"GenusSpp","Conc.cellsmL","totbiovol.um3mL","indbiovol.um3","date","month","CY","genus","order","class","diaztroph","diaztroph.fac"
"Staurastrum tetracerum",10,1355,135.5,2015-09-15,9,2015,"Staurastrum","Zygnematales","Zygnematophyceae",NA,"NoClass"
"Stauridium tetras",235.6176,NA,145.5,2014-05-20,5,2014,"Stauridium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Stauridium tetras",30,NA,145.5,2015-05-15,5,2015,"Stauridium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Stauridium tetras",40,NA,145.5,2014-09-15,9,2014,"Stauridium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Stauridium tetras",40,NA,145.5,2014-10-15,10,2014,"Stauridium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Stauridium tetras",235.6176,NA,145.5,2015-06-15,6,2015,"Stauridium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Stephanodiscus",828.333333333333,6389274.61666667,7713.41,2020-09-15,9,2020,"Stephanodiscus","Thalassiosirales","Bacillariophyceae",NA,"NoClass"
"Stephanodiscus",105.414847161572,1257809.95633188,11932,2019-06-11,6,2019,"Stephanodiscus","Thalassiosirales","Bacillariophyceae",NA,"NoClass"
"Stephanodiscus",687.096774193548,10311694.1612903,15007.63,2018-09-11,9,2018,"Stephanodiscus","Thalassiosirales","Bacillariophyceae",NA,"NoClass"
"Stephanodiscus niagarae",30,747795,13941.1,2015-10-14,10,2015,"Stephanodiscus","Thalassiosirales","Bacillariophyceae",NA,"NoClass"
"Stephanodiscus niagarae",3,NA,19743.9,2015-06-15,6,2015,"Stephanodiscus","Thalassiosirales","Bacillariophyceae",NA,"NoClass"
"Stephanodiscus sp.",229.032258064516,4046967.79233871,17669.859375,2019-10-15,10,2019,"Stephanodiscus","Thalassiosirales","Bacillariophyceae",NA,"NoClass"
"Stephanodiscus sp.",150,1884000,12560,2019-08-13,8,2019,"Stephanodiscus","Thalassiosirales","Bacillariophyceae",NA,"NoClass"
"Stephanodiscus sp.",150,4823040,32153.6,2020-08-11,8,2020,"Stephanodiscus","Thalassiosirales","Bacillariophyceae",NA,"NoClass"
"Stephanodiscus sp.",50,502400,10048,2020-07-14,7,2020,"Stephanodiscus","Thalassiosirales","Bacillariophyceae",NA,"NoClass"
"Stephanodiscus sp.",94.6666666666667,477240.226666667,5041.27,2018-07-17,7,2018,"Stephanodiscus","Thalassiosirales","Bacillariophyceae",NA,"NoClass"
"Stephanodiscus sp.",28.4,742390.2,26140.5,2019-05-14,5,2019,"Stephanodiscus","Thalassiosirales","Bacillariophyceae",NA,"NoClass"
"Stephanodiscus sp.",50,502400,10048,2019-09-17,9,2019,"Stephanodiscus","Thalassiosirales","Bacillariophyceae",NA,"NoClass"
"Stephanodiscus sp.",213,3646587.77875,17120.1304166667,2020-05-12,5,2020,"Stephanodiscus","Thalassiosirales","Bacillariophyceae",NA,"NoClass"
"Stephanodiscus sp.",2,NA,10394.3,2016-05-15,5,2016,"Stephanodiscus","Thalassiosirales","Bacillariophyceae",NA,"NoClass"
"Stephanodiscus sp.",75.7333333333333,0,0,2018-10-16,10,2018,"Stephanodiscus","Thalassiosirales","Bacillariophyceae",NA,"NoClass"
"Strombomonas sp.",1,NA,4409.7,2014-05-20,5,2014,"Strombomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Synechocystis sp.",5050,8919.5625,1.76625,2016-10-16,10,2016,"Synechocystis","Cyanobacteriales","Cyanophyceae",1,"diaz"
"Synedra acus/ulna",2,NA,11103.3,2014-05-20,5,2014,"Synedra","Fragilariales","Bacillariophyceae",NA,"NoClass"
"Synedra acus/ulna",157.0784,NA,4003.3,2013-05-05,5,2013,"Synedra","Fragilariales","Bacillariophyceae",NA,"NoClass"
"Synedra acus/ulna",2,NA,5770,2012-10-24,10,2012,"Synedra","Fragilariales","Bacillariophyceae",NA,"NoClass"
"Synedra sp.",117.8088,NA,509.8,2015-05-15,5,2015,"Synedra","Fragilariales","Bacillariophyceae",NA,"NoClass"
"Synedra sp.",3333.33333333333,942000,282.6,2016-09-15,9,2016,"Synedra","Fragilariales","Bacillariophyceae",NA,"NoClass"
"Synedra sp.",471.2352,NA,342,2014-05-20,5,2014,"Synedra","Fragilariales","Bacillariophyceae",NA,"NoClass"
"Synedra sp.",235.6176,NA,281,2016-05-15,5,2016,"Synedra","Fragilariales","Bacillariophyceae",NA,"NoClass"
"Synedra sp.",314.1568,NA,444.1,2013-05-05,5,2013,"Synedra","Fragilariales","Bacillariophyceae",NA,"NoClass"
"Synedra sp.",253.571428571429,84929.5238095238,334.933333333333,2018-05-15,5,2018,"Synedra","Fragilariales","Bacillariophyceae",NA,"NoClass"
"Synedra sp.",50,2767.125,55.3425,2016-10-16,10,2016,"Synedra","Fragilariales","Bacillariophyceae",NA,"NoClass"
"Synedra sp.",157.0784,NA,418.8,2015-05-15,5,2015,"Synedra","Fragilariales","Bacillariophyceae",NA,"NoClass"
"Synedra sp.",78.5392,NA,380.9,2016-05-15,5,2016,"Synedra","Fragilariales","Bacillariophyceae",NA,"NoClass"
"Synedra sp.",1,NA,3865.6,2012-06-13,6,2012,"Synedra","Fragilariales","Bacillariophyceae",NA,"NoClass"
"Synedra sp.",650,24492,37.68,2016-07-15,7,2016,"Synedra","Fragilariales","Bacillariophyceae",NA,"NoClass"
"Synedra sp.",40,NA,348.5,2014-08-14,8,2014,"Synedra","Fragilariales","Bacillariophyceae",NA,"NoClass"
"Synedra sp.",5950,1513085,254.3,2017-05-15,5,2017,"Synedra","Fragilariales","Bacillariophyceae",NA,"NoClass"
"Synedra sp.",20,NA,289.2,2015-07-15,7,2015,"Synedra","Fragilariales","Bacillariophyceae",NA,"NoClass"
"Synedra sp.",20,NA,434.9,2014-07-14,7,2014,"Synedra","Fragilariales","Bacillariophyceae",NA,"NoClass"
"Synedra sp.",907.296,444367.2816,200.7,2012-08-28,8,2012,"Synedra","Fragilariales","Bacillariophyceae",NA,"NoClass"
"Synedra sp.",4,NA,283.8,2014-06-16,6,2014,"Synedra","Fragilariales","Bacillariophyceae",NA,"NoClass"
"Synedra sp.",1413.7056,NA,237,2013-05-05,5,2013,"Synedra","Fragilariales","Bacillariophyceae",NA,"NoClass"
"Synedra sp.",9.46666666666667,9809.36,1036.2,2018-10-16,10,2018,"Synedra","Fragilariales","Bacillariophyceae",NA,"NoClass"
"Synedra sp.",80,NA,305.8,2014-10-15,10,2014,"Synedra","Fragilariales","Bacillariophyceae",NA,"NoClass"
"Synedra sp.",567.06,NA,NA,2009-08-23,8,2009,"Synedra","Fragilariales","Bacillariophyceae",NA,"NoClass"
"Synedra ulna",15,NA,NA,2009-08-23,8,2009,"Synedra","Fragilariales","Bacillariophyceae",NA,"NoClass"
"Synedra ulna",14.2,42967.9693333333,3025.91333333333,2019-05-14,5,2019,"Synedra","Fragilariales","Bacillariophyceae",NA,"NoClass"
"Synura sp.",100,135648,1356.48,2016-07-15,7,2016,"Synura","Synurales","Chrysophyceae",NA,"NoClass"
"Synura sp.",50.7142857142857,18110.0055578143,357.09870114,2018-05-15,5,2018,"Synura","Synurales","Chrysophyceae",NA,"NoClass"
"Tetrabaena socialis",47.3333333333333,8496.49111111111,179.503333333333,2020-05-12,5,2020,"Tetrabaena","Volvocales","Chlorophyceae",NA,"NoClass"
"Tetraedron caudata",150,19200,128,2017-06-13,6,2017,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron caudata",50,2700,54,2017-05-15,5,2017,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron caudata",20.2857142857143,70107.4285714286,3456,2017-07-11,7,2017,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron caudatum",39.2696,NA,73.6,2014-05-20,5,2014,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron caudatum",113.412,NA,73.6,2013-08-13,8,2013,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron caudatum",1,NA,73.6,2015-06-15,6,2015,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron caudatum",1570.784,NA,73.6,2013-09-23,9,2013,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron caudatum",1,NA,73.6,2015-05-15,5,2015,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron caudatum",785.392,551796.0128,187.5,2014-07-14,7,2014,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron caudatum",189.02,NA,NA,2009-08-23,8,2009,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron caudatum",45.8064516129032,11986.0215053763,261.666666666667,2019-10-15,10,2019,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron caudatum",25,1648.5,65.94,2019-09-17,9,2019,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron caudatum",10,NA,73.6,2014-09-15,9,2014,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron caudatum",200,50000,250,2016-07-15,7,2016,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron caudatum",100,5400,54,2016-08-15,8,2016,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron caudatum",392.696,NA,73.6,2015-07-15,7,2015,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron caudatum",16.9047619047619,1273.94285714286,75.36,2018-05-15,5,2018,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron caudatum",150,8100,54,2016-10-16,10,2016,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron caudatum",157.0784,NA,73.6,2016-06-15,6,2016,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron caudatum",277.777777777778,4444.44444444444,16,2016-09-15,9,2016,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron minimum",523.594666666667,NA,102.4,2016-06-15,6,2016,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron minimum",392.696,NA,120.6,2014-08-14,8,2014,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron minimum",392.696,NA,120.6,2015-08-16,8,2015,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron minimum",392.696,NA,120.6,2014-09-15,9,2014,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron minimum",157.0784,NA,100.8,2013-05-05,5,2013,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron minimum",392.696,NA,120.6,2014-10-15,10,2014,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron minimum",40,NA,120.6,2014-07-14,7,2014,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron minimum",181.4592,NA,70.3,2012-10-24,10,2012,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron minimum",392.696,NA,120.6,2015-06-15,6,2015,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron minimum",226.824,NA,150,2012-08-28,8,2012,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron minimum",2,NA,120.6,2014-06-16,6,2014,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron minimum",78.5392,NA,120.6,2015-05-15,5,2015,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron minimum",18.902,NA,169.6,2011-06-26,6,2011,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron minimum",10,NA,120.6,2015-07-15,7,2015,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron minimum",314.1568,NA,120.6,2014-05-20,5,2014,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron minimum",2,NA,102.4,2016-05-15,5,2016,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron minimum",907.296,NA,120.6,2013-08-13,8,2013,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron minimum",1570.784,NA,120.6,2015-09-15,9,2015,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron minimum",314.1568,NA,89.1,2012-06-13,6,2012,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraëdron minimum",15.5021834061135,3150.96231602782,203.259259259259,2019-06-11,6,2019,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraëdron minimum",14.2,1817.6,128,2019-07-16,7,2019,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraëdron minimum",2800,321355.102040816,114.769679300292,2016-07-15,7,2016,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraëdron minimum",30,3840,128,2017-10-17,10,2017,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraëdron minimum",67.6190476190476,6666.73721340388,98.5925925925926,2018-05-15,5,2018,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraëdron minimum",137.41935483871,45726.2903225806,332.75,2019-10-15,10,2019,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraëdron minimum",250,108000,432,2020-08-11,8,2020,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraëdron minimum",25,1350,54,2019-08-13,8,2019,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraëdron minimum",3725,275925.925925926,74.0740740740741,2016-10-16,10,2016,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraëdron minimum",649.142857142857,35053.7142857143,54,2017-07-11,7,2017,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraëdron minimum",1388.88888888889,102880.658436214,74.0740740740741,2016-09-15,9,2016,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraëdron minimum",50,34300,686,2020-06-16,6,2020,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraëdron minimum",23.6666666666667,10224,432,2020-05-12,5,2020,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraëdron minimum",850,167450,197,2016-08-15,8,2016,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraëdron minimum",1650,3300,2,2017-05-15,5,2017,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraëdron minimum",50,2700,54,2019-09-17,9,2019,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraëdron minimum",1200,52684.8,43.904,2017-06-13,6,2017,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron muticum",25,6250,250,2016-10-16,10,2016,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron sp.",78.5392,NA,44.2,2014-05-20,5,2014,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron sp.",117.8088,NA,31.2,2015-05-15,5,2015,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron sp.",1570.784,NA,26.9,2014-08-14,8,2014,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraëdron trigonum",150,8100,54,2017-06-13,6,2017,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraëdron trigonum",1825.71428571429,1869531.42857143,1024,2017-07-11,7,2017,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraëdron trigonum",25,6250,250,2019-08-13,8,2019,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraëdron trigonum",2250,562500,250,2017-08-15,8,2017,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraëdron trigonum",25,1350,54,2017-09-12,9,2017,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraëdron trigonum",150,37500,250,2020-07-14,7,2020,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron trigonum ",150,19200,128,2016-08-15,8,2016,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron trigonum ",75,18750,250,2016-10-16,10,2016,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron trigonum ",50,6400,128,2016-07-15,7,2016,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraedron trigonum ",833.333333333333,45000,54,2016-09-15,9,2016,"Tetraedron","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetraselmis cordiformis",113.6,141254.784,1243.44,2019-05-14,5,2019,"Tetraselmis","Chlorodendrales","Prasinophyceae",NA,"NoClass"
"Tetraspora sp.",1050,68687.5,65.4166666666667,2019-09-17,9,2019,"Tetraspora","Chlamydomonadales","Chlorophyceae",NA,"NoClass"
"Tetrastrum elegans",628.3136,NA,8.2,2016-05-15,5,2016,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum elegans",2513.2544,NA,33.5,2015-05-15,5,2015,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum elegans",157.0784,NA,33.5,2015-06-15,6,2015,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum elegans",628.3136,NA,8.2,2014-06-16,6,2014,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum elegans",5026.5088,NA,22.4,2014-05-20,5,2014,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum elegans",160,NA,41.6,2014-07-14,7,2014,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum elegans",40,NA,41.6,2014-08-14,8,2014,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum elegans",12566.272,NA,10.3,2014-10-15,10,2014,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum glabrum",56.8,802.584,14.13,2019-07-16,7,2019,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum glabrum",600,2512,4.18666666666667,2016-08-15,8,2016,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum glabrum",800,26794.6666666667,33.4933333333333,2016-10-16,10,2016,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum glabrum",3333.33333333333,47100,14.13,2016-09-15,9,2016,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum heteracanthum",400,7536,18.84,2017-06-13,6,2017,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum staurogeniaeforme",725.8368,NA,11.5,2012-10-24,10,2012,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum staurogeniaeforme",1256.6272,NA,18.8,2016-05-15,5,2016,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum staurogeniaeforme",314.1568,NA,18.8,2016-06-15,6,2016,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum staurogeniaeforme",3769.8816,NA,11.5,2015-05-15,5,2015,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum staurogeniaeforme",3141.568,NA,9.2,2014-10-15,10,2014,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum staurogeniaeforme",1256.6272,NA,17.9,2012-06-13,6,2012,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum staurogeniaeforme",1570.784,NA,11.5,2015-06-15,6,2015,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum staurogeniaeforme",1570.784,NA,11.5,2015-07-15,7,2015,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum staurogeniaeforme",785.392,NA,28.7,2015-10-14,10,2015,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum staurogeniaeforme",3769.8816,NA,12.3,2014-05-20,5,2014,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum staurogeniaeforme",453.648,NA,18.8,2013-08-13,8,2013,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum staurogeniaeforme",1256.6272,NA,22.4,2013-05-05,5,2013,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum staurogeniiforme",1400,5861.33333333333,4.18666666666667,2017-05-15,5,2017,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum triangulare",157.0784,NA,14.1,2014-05-20,5,2014,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum triangulare",200,10800,54,2020-06-16,6,2020,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Tetrastrum triangulare",700,2930.66666666667,4.18666666666667,2017-06-13,6,2017,"Tetrastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Trachelomonas hispida",5,NA,NA,2009-08-23,8,2009,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas hispida",10,NA,7634.1,2014-09-15,9,2014,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",100,62800,628,2018-08-14,8,2018,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",25,104666.666666667,4186.66666666667,2016-10-16,10,2016,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",5,NA,7817.1,2013-08-13,8,2013,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",10,NA,6626.8,2015-08-16,8,2015,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",473.333333333333,679719.288888889,1436.02666666667,2018-07-17,7,2018,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",20.2857142857143,35829.6428571429,1766.25,2017-07-11,7,2017,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",10,NA,2881.7,2014-09-15,9,2014,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",40,33550,523.6,2014-07-14,7,2014,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",1,NA,4579.3,2011-06-26,6,2011,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",10,NA,1376,2013-09-23,9,2013,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",10,31521,1920.3,2015-09-15,9,2015,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",150,337724.444444444,2251.4962962963,2016-07-15,7,2016,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",10,NA,7951.8,2014-08-14,8,2014,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",15,NA,3613.5,2013-08-13,8,2013,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",277.777777777778,145370.37037037,523.333333333333,2016-09-15,9,2016,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",2,NA,1920.3,2016-06-15,6,2016,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",1,NA,3945.3,2014-05-20,5,2014,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",650,681292.08,1048.14166153846,2016-08-15,8,2016,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",907.296,773579.0828,603.6,2013-08-13,8,2013,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",2,8181.1,3207,2015-06-15,6,2015,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",20,NA,630.3,2014-07-14,7,2014,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",10,NA,5236,2014-10-15,10,2014,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",16.9047619047619,20383.0857142857,1205.76,2018-05-15,5,2018,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",10,65030,5127,2013-09-23,9,2013,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",25,53589.3333333333,2143.57333333333,2019-08-13,8,2019,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",4,NA,2243,2012-10-24,10,2012,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",1,NA,4026.1,2012-06-13,6,2012,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas sp.",3,7609.2,2061.7,2015-05-15,5,2015,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas volvocina",40,182414,2572.4,2014-08-14,8,2014,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas volvocina",6,6136.2,1022.7,2016-05-15,5,2016,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
"Trachelomonas volvocina",25,39907.5,1596.3,2012-08-03,8,2012,"Trachelomonas","Euglenida","Euglenoidea",NA,"NoClass"
